,Store,Dept,Date,IsHoliday
108,1,1,2012-03-02,False
109,1,1,2012-03-09,False
110,1,1,2012-03-16,False
111,1,1,2012-03-23,False
112,1,1,2012-03-30,False
113,1,1,2012-04-06,False
114,1,1,2012-04-13,False
115,1,1,2012-04-20,False
116,1,1,2012-04-27,False
251,1,2,2012-03-02,False
252,1,2,2012-03-09,False
253,1,2,2012-03-16,False
254,1,2,2012-03-23,False
255,1,2,2012-03-30,False
256,1,2,2012-04-06,False
257,1,2,2012-04-13,False
258,1,2,2012-04-20,False
259,1,2,2012-04-27,False
394,1,3,2012-03-02,False
395,1,3,2012-03-09,False
396,1,3,2012-03-16,False
397,1,3,2012-03-23,False
398,1,3,2012-03-30,False
399,1,3,2012-04-06,False
400,1,3,2012-04-13,False
401,1,3,2012-04-20,False
402,1,3,2012-04-27,False
537,1,4,2012-03-02,False
538,1,4,2012-03-09,False
539,1,4,2012-03-16,False
540,1,4,2012-03-23,False
541,1,4,2012-03-30,False
542,1,4,2012-04-06,False
543,1,4,2012-04-13,False
544,1,4,2012-04-20,False
545,1,4,2012-04-27,False
680,1,5,2012-03-02,False
681,1,5,2012-03-09,False
682,1,5,2012-03-16,False
683,1,5,2012-03-23,False
684,1,5,2012-03-30,False
685,1,5,2012-04-06,False
686,1,5,2012-04-13,False
687,1,5,2012-04-20,False
688,1,5,2012-04-27,False
823,1,6,2012-03-02,False
824,1,6,2012-03-09,False
825,1,6,2012-03-16,False
826,1,6,2012-03-23,False
827,1,6,2012-03-30,False
828,1,6,2012-04-06,False
829,1,6,2012-04-13,False
830,1,6,2012-04-20,False
831,1,6,2012-04-27,False
966,1,7,2012-03-02,False
967,1,7,2012-03-09,False
968,1,7,2012-03-16,False
969,1,7,2012-03-23,False
970,1,7,2012-03-30,False
971,1,7,2012-04-06,False
972,1,7,2012-04-13,False
973,1,7,2012-04-20,False
974,1,7,2012-04-27,False
1109,1,8,2012-03-02,False
1110,1,8,2012-03-09,False
1111,1,8,2012-03-16,False
1112,1,8,2012-03-23,False
1113,1,8,2012-03-30,False
1114,1,8,2012-04-06,False
1115,1,8,2012-04-13,False
1116,1,8,2012-04-20,False
1117,1,8,2012-04-27,False
1252,1,9,2012-03-02,False
1253,1,9,2012-03-09,False
1254,1,9,2012-03-16,False
1255,1,9,2012-03-23,False
1256,1,9,2012-03-30,False
1257,1,9,2012-04-06,False
1258,1,9,2012-04-13,False
1259,1,9,2012-04-20,False
1260,1,9,2012-04-27,False
1395,1,10,2012-03-02,False
1396,1,10,2012-03-09,False
1397,1,10,2012-03-16,False
1398,1,10,2012-03-23,False
1399,1,10,2012-03-30,False
1400,1,10,2012-04-06,False
1401,1,10,2012-04-13,False
1402,1,10,2012-04-20,False
1403,1,10,2012-04-27,False
1538,1,11,2012-03-02,False
1539,1,11,2012-03-09,False
1540,1,11,2012-03-16,False
1541,1,11,2012-03-23,False
1542,1,11,2012-03-30,False
1543,1,11,2012-04-06,False
1544,1,11,2012-04-13,False
1545,1,11,2012-04-20,False
1546,1,11,2012-04-27,False
1681,1,12,2012-03-02,False
1682,1,12,2012-03-09,False
1683,1,12,2012-03-16,False
1684,1,12,2012-03-23,False
1685,1,12,2012-03-30,False
1686,1,12,2012-04-06,False
1687,1,12,2012-04-13,False
1688,1,12,2012-04-20,False
1689,1,12,2012-04-27,False
1824,1,13,2012-03-02,False
1825,1,13,2012-03-09,False
1826,1,13,2012-03-16,False
1827,1,13,2012-03-23,False
1828,1,13,2012-03-30,False
