,Store,Dept,Date,IsHoliday
100,1,1,2012-01-06,False
101,1,1,2012-01-13,False
102,1,1,2012-01-20,False
103,1,1,2012-01-27,False
104,1,1,2012-02-03,False
105,1,1,2012-02-10,True
106,1,1,2012-02-17,False
107,1,1,2012-02-24,False
243,1,2,2012-01-06,False
244,1,2,2012-01-13,False
245,1,2,2012-01-20,False
246,1,2,2012-01-27,False
247,1,2,2012-02-03,False
248,1,2,2012-02-10,True
249,1,2,2012-02-17,False
250,1,2,2012-02-24,False
386,1,3,2012-01-06,False
387,1,3,2012-01-13,False
388,1,3,2012-01-20,False
389,1,3,2012-01-27,False
390,1,3,2012-02-03,False
391,1,3,2012-02-10,True
392,1,3,2012-02-17,False
393,1,3,2012-02-24,False
529,1,4,2012-01-06,False
530,1,4,2012-01-13,False
531,1,4,2012-01-20,False
532,1,4,2012-01-27,False
533,1,4,2012-02-03,False
534,1,4,2012-02-10,True
535,1,4,2012-02-17,False
536,1,4,2012-02-24,False
672,1,5,2012-01-06,False
673,1,5,2012-01-13,False
674,1,5,2012-01-20,False
675,1,5,2012-01-27,False
676,1,5,2012-02-03,False
677,1,5,2012-02-10,True
678,1,5,2012-02-17,False
679,1,5,2012-02-24,False
815,1,6,2012-01-06,False
816,1,6,2012-01-13,False
817,1,6,2012-01-20,False
818,1,6,2012-01-27,False
819,1,6,2012-02-03,False
820,1,6,2012-02-10,True
821,1,6,2012-02-17,False
822,1,6,2012-02-24,False
958,1,7,2012-01-06,False
959,1,7,2012-01-13,False
960,1,7,2012-01-20,False
961,1,7,2012-01-27,False
962,1,7,2012-02-03,False
963,1,7,2012-02-10,True
964,1,7,2012-02-17,False
965,1,7,2012-02-24,False
1101,1,8,2012-01-06,False
1102,1,8,2012-01-13,False
1103,1,8,2012-01-20,False
1104,1,8,2012-01-27,False
1105,1,8,2012-02-03,False
1106,1,8,2012-02-10,True
1107,1,8,2012-02-17,False
1108,1,8,2012-02-24,False
1244,1,9,2012-01-06,False
1245,1,9,2012-01-13,False
1246,1,9,2012-01-20,False
1247,1,9,2012-01-27,False
1248,1,9,2012-02-03,False
1249,1,9,2012-02-10,True
1250,1,9,2012-02-17,False
1251,1,9,2012-02-24,False
1387,1,10,2012-01-06,False
1388,1,10,2012-01-13,False
1389,1,10,2012-01-20,False
1390,1,10,2012-01-27,False
1391,1,10,2012-02-03,False
1392,1,10,2012-02-10,True
1393,1,10,2012-02-17,False
1394,1,10,2012-02-24,False
1530,1,11,2012-01-06,False
1531,1,11,2012-01-13,False
1532,1,11,2012-01-20,False
1533,1,11,2012-01-27,False
1534,1,11,2012-02-03,False
1535,1,11,2012-02-10,True
1536,1,11,2012-02-17,False
1537,1,11,2012-02-24,False
1673,1,12,2012-01-06,False
1674,1,12,2012-01-13,False
1675,1,12,2012-01-20,False
1676,1,12,2012-01-27,False
1677,1,12,2012-02-03,False
1678,1,12,2012-02-10,True
1679,1,12,2012-02-17,False
1680,1,12,2012-02-24,False
1816,1,13,2012-01-06,False
1817,1,13,2012-01-13,False
1818,1,13,2012-01-20,False
1819,1,13,2012-01-27,False
1820,1,13,2012-02-03,False
1821,1,13,2012-02-10,True
1822,1,13,2012-02-17,False
1823,1,13,2012-02-24,False
1959,1,14,2012-01-06,False
1960,1,14,2012-01-13,False
1961,1,14,2012-01-20,False
1962,1,14,2012-01-27,False
1963,1,14,2012-02-03,False
1964,1,14,2012-02-10,True
1965,1,14,2012-02-17,False
1966,1,14,2012-02-24,False
2102,1,16,2012-01-06,False
2103,1,16,2012-01-13,False
2104,1,16,2012-01-20,False
2105,1,16,2012-01-27,False
2106,1,16,2012-02-03,False
2107,1,16,2012-02-10,True
2108,1,16,2012-02-17,False
2109,1,16,2012-02-24,False
2245,1,17,2012-01-06,False
2246,1,17,2012-01-13,False
2247,1,17,2012-01-20,False
2248,1,17,2012-01-27,False
2249,1,17,2012-02-03,False
2250,1,17,2012-02-10,True
2251,1,17,2012-02-17,False
2252,1,17,2012-02-24,False
2367,1,18,2012-01-06,False
2368,1,18,2012-01-13,False
2369,1,18,2012-01-20,False
2370,1,18,2012-01-27,False
2371,1,18,2012-02-03,False
2372,1,18,2012-02-10,True
2373,1,18,2012-02-17,False
2374,1,18,2012-02-24,False
2501,1,19,2012-01-06,False
2502,1,19,2012-01-13,False
2503,1,19,2012-01-20,False
