,Store,Dept,Date,IsHoliday
73,1,1,2011-07-01,False
74,1,1,2011-07-08,False
75,1,1,2011-07-15,False
76,1,1,2011-07-22,False
77,1,1,2011-07-29,False
78,1,1,2011-08-05,False
79,1,1,2011-08-12,False
80,1,1,2011-08-19,False
81,1,1,2011-08-26,False
216,1,2,2011-07-01,False
217,1,2,2011-07-08,False
218,1,2,2011-07-15,False
219,1,2,2011-07-22,False
220,1,2,2011-07-29,False
221,1,2,2011-08-05,False
222,1,2,2011-08-12,False
223,1,2,2011-08-19,False
224,1,2,2011-08-26,False
359,1,3,2011-07-01,False
360,1,3,2011-07-08,False
361,1,3,2011-07-15,False
362,1,3,2011-07-22,False
363,1,3,2011-07-29,False
364,1,3,2011-08-05,False
365,1,3,2011-08-12,False
366,1,3,2011-08-19,False
367,1,3,2011-08-26,False
502,1,4,2011-07-01,False
503,1,4,2011-07-08,False
504,1,4,2011-07-15,False
505,1,4,2011-07-22,False
506,1,4,2011-07-29,False
507,1,4,2011-08-05,False
508,1,4,2011-08-12,False
509,1,4,2011-08-19,False
510,1,4,2011-08-26,False
645,1,5,2011-07-01,False
646,1,5,2011-07-08,False
647,1,5,2011-07-15,False
648,1,5,2011-07-22,False
649,1,5,2011-07-29,False
650,1,5,2011-08-05,False
651,1,5,2011-08-12,False
652,1,5,2011-08-19,False
653,1,5,2011-08-26,False
788,1,6,2011-07-01,False
789,1,6,2011-07-08,False
790,1,6,2011-07-15,False
791,1,6,2011-07-22,False
792,1,6,2011-07-29,False
793,1,6,2011-08-05,False
794,1,6,2011-08-12,False
795,1,6,2011-08-19,False
796,1,6,2011-08-26,False
931,1,7,2011-07-01,False
932,1,7,2011-07-08,False
933,1,7,2011-07-15,False
934,1,7,2011-07-22,False
935,1,7,2011-07-29,False
936,1,7,2011-08-05,False
937,1,7,2011-08-12,False
938,1,7,2011-08-19,False
939,1,7,2011-08-26,False
1074,1,8,2011-07-01,False
1075,1,8,2011-07-08,False
1076,1,8,2011-07-15,False
1077,1,8,2011-07-22,False
1078,1,8,2011-07-29,False
1079,1,8,2011-08-05,False
1080,1,8,2011-08-12,False
1081,1,8,2011-08-19,False
1082,1,8,2011-08-26,False
1217,1,9,2011-07-01,False
1218,1,9,2011-07-08,False
1219,1,9,2011-07-15,False
1220,1,9,2011-07-22,False
1221,1,9,2011-07-29,False
1222,1,9,2011-08-05,False
1223,1,9,2011-08-12,False
1224,1,9,2011-08-19,False
1225,1,9,2011-08-26,False
1360,1,10,2011-07-01,False
1361,1,10,2011-07-08,False
1362,1,10,2011-07-15,False
1363,1,10,2011-07-22,False
1364,1,10,2011-07-29,False
1365,1,10,2011-08-05,False
1366,1,10,2011-08-12,False
1367,1,10,2011-08-19,False
1368,1,10,2011-08-26,False
1503,1,11,2011-07-01,False
1504,1,11,2011-07-08,False
1505,1,11,2011-07-15,False
1506,1,11,2011-07-22,False
1507,1,11,2011-07-29,False
1508,1,11,2011-08-05,False
1509,1,11,2011-08-12,False
1510,1,11,2011-08-19,False
1511,1,11,2011-08-26,False
1646,1,12,2011-07-01,False
1647,1,12,2011-07-08,False
1648,1,12,2011-07-15,False
1649,1,12,2011-07-22,False
1650,1,12,2011-07-29,False
1651,1,12,2011-08-05,False
1652,1,12,2011-08-12,False
1653,1,12,2011-08-19,False
1654,1,12,2011-08-26,False
1789,1,13,2011-07-01,False
1790,1,13,2011-07-08,False
1791,1,13,2011-07-15,False
