,Store,Dept,Date,IsHoliday
135,1,1,2012-09-07,True
136,1,1,2012-09-14,False
137,1,1,2012-09-21,False
138,1,1,2012-09-28,False
139,1,1,2012-10-05,False
140,1,1,2012-10-12,False
141,1,1,2012-10-19,False
142,1,1,2012-10-26,False
278,1,2,2012-09-07,True
279,1,2,2012-09-14,False
280,1,2,2012-09-21,False
281,1,2,2012-09-28,False
282,1,2,2012-10-05,False
283,1,2,2012-10-12,False
284,1,2,2012-10-19,False
285,1,2,2012-10-26,False
421,1,3,2012-09-07,True
422,1,3,2012-09-14,False
423,1,3,2012-09-21,False
424,1,3,2012-09-28,False
425,1,3,2012-10-05,False
426,1,3,2012-10-12,False
427,1,3,2012-10-19,False
428,1,3,2012-10-26,False
564,1,4,2012-09-07,True
565,1,4,2012-09-14,False
566,1,4,2012-09-21,False
567,1,4,2012-09-28,False
568,1,4,2012-10-05,False
569,1,4,2012-10-12,False
570,1,4,2012-10-19,False
571,1,4,2012-10-26,False
707,1,5,2012-09-07,True
708,1,5,2012-09-14,False
709,1,5,2012-09-21,False
710,1,5,2012-09-28,False
711,1,5,2012-10-05,False
712,1,5,2012-10-12,False
713,1,5,2012-10-19,False
714,1,5,2012-10-26,False
850,1,6,2012-09-07,True
851,1,6,2012-09-14,False
852,1,6,2012-09-21,False
853,1,6,2012-09-28,False
854,1,6,2012-10-05,False
855,1,6,2012-10-12,False
856,1,6,2012-10-19,False
857,1,6,2012-10-26,False
993,1,7,2012-09-07,True
994,1,7,2012-09-14,False
995,1,7,2012-09-21,False
996,1,7,2012-09-28,False
997,1,7,2012-10-05,False
998,1,7,2012-10-12,False
999,1,7,2012-10-19,False
1000,1,7,2012-10-26,False
1136,1,8,2012-09-07,True
1137,1,8,2012-09-14,False
1138,1,8,2012-09-21,False
1139,1,8,2012-09-28,False
1140,1,8,2012-10-05,False
1141,1,8,2012-10-12,False
1142,1,8,2012-10-19,False
1143,1,8,2012-10-26,False
1279,1,9,2012-09-07,True
1280,1,9,2012-09-14,False
1281,1,9,2012-09-21,False
1282,1,9,2012-09-28,False
1283,1,9,2012-10-05,False
1284,1,9,2012-10-12,False
1285,1,9,2012-10-19,False
1286,1,9,2012-10-26,False
1422,1,10,2012-09-07,True
1423,1,10,2012-09-14,False
1424,1,10,2012-09-21,False
1425,1,10,2012-09-28,False
1426,1,10,2012-10-05,False
1427,1,10,2012-10-12,False
1428,1,10,2012-10-19,False
1429,1,10,2012-10-26,False
1565,1,11,2012-09-07,True
1566,1,11,2012-09-14,False
1567,1,11,2012-09-21,False
1568,1,11,2012-09-28,False
1569,1,11,2012-10-05,False
1570,1,11,2012-10-12,False
1571,1,11,2012-10-19,False
1572,1,11,2012-10-26,False
1708,1,12,2012-09-07,True
1709,1,12,2012-09-14,False
1710,1,12,2012-09-21,False
1711,1,12,2012-09-28,False
1712,1,12,2012-10-05,False
1713,1,12,2012-10-12,False
1714,1,12,2012-10-19,False
1715,1,12,2012-10-26,False
1851,1,13,2012-09-07,True
1852,1,13,2012-09-14,False
1853,1,13,2012-09-21,False
1854,1,13,2012-09-28,False
1855,1,13,2012-10-05,False
1856,1,13,2012-10-12,False
1857,1,13,2012-10-19,False
1858,1,13,2012-10-26,False
1994,1,14,2012-09-07,True
1995,1,14,2012-09-14,False
1996,1,14,2012-09-21,False
1997,1,14,2012-09-28,False
1998,1,14,2012-10-05,False
1999,1,14,2012-10-12,False
2000,1,14,2012-10-19,False
2001,1,14,2012-10-26,False
2137,1,16,2012-09-07,True
2138,1,16,2012-09-14,False
2139,1,16,2012-09-21,False
2140,1,16,2012-09-28,False
2141,1,16,2012-10-05,False
2142,1,16,2012-10-12,False
2143,1,16,2012-10-19,False
2144,1,16,2012-10-26,False
2280,1,17,2012-09-07,True
2281,1,17,2012-09-14,False
2282,1,17,2012-09-21,False
2283,1,17,2012-09-28,False
2284,1,17,2012-10-05,False
2285,1,17,2012-10-12,False
2286,1,17,2012-10-19,False
2287,1,17,2012-10-26,False
2393,1,18,2012-09-07,True
2394,1,18,2012-09-14,False
2395,1,18,2012-09-21,False
2396,1,18,2012-09-28,False
2397,1,18,2012-10-05,False
2398,1,18,2012-10-12,False
2399,1,18,2012-10-19,False
2400,1,18,2012-10-26,False
2536,1,19,2012-09-07,True
2537,1,19,2012-09-14,False
2538,1,19,2012-09-21,False
2539,1,19,2012-09-28,False
2540,1,19,2012-10-05,False
2541,1,19,2012-10-12,False
2542,1,19,2012-10-19,False
2543,1,19,2012-10-26,False
2679,1,20,2012-09-07,True
2680,1,20,2012-09-14,False
2681,1,20,2012-09-21,False
2682,1,20,2012-09-28,False
2683,1,20,2012-10-05,False
2684,1,20,2012-10-12,False
2685,1,20,2012-10-19,False
2686,1,20,2012-10-26,False
2822,1,21,2012-09-07,True
2823,1,21,2012-09-14,False
2824,1,21,2012-09-21,False
2825,1,21,2012-09-28,False
2826,1,21,2012-10-05,False
2827,1,21,2012-10-12,False
2828,1,21,2012-10-19,False
2829,1,21,2012-10-26,False
2965,1,22,2012-09-07,True
2966,1,22,2012-09-14,False
2967,1,22,2012-09-21,False
2968,1,22,2012-09-28,False
2969,1,22,2012-10-05,False
2970,1,22,2012-10-12,False
2971,1,22,2012-10-19,False
2972,1,22,2012-10-26,False
3108,1,23,2012-09-07,True
3109,1,23,2012-09-14,False
3110,1,23,2012-09-21,False
3111,1,23,2012-09-28,False
3112,1,23,2012-10-05,False
3113,1,23,2012-10-12,False
3114,1,23,2012-10-19,False
3115,1,23,2012-10-26,False
3251,1,24,2012-09-07,True
3252,1,24,2012-09-14,False
3253,1,24,2012-09-21,False
3254,1,24,2012-09-28,False
3255,1,24,2012-10-05,False
3256,1,24,2012-10-12,False
3257,1,24,2012-10-19,False
3258,1,24,2012-10-26,False
3394,1,25,2012-09-07,True
3395,1,25,2012-09-14,False
3396,1,25,2012-09-21,False
3397,1,25,2012-09-28,False
3398,1,25,2012-10-05,False
3399,1,25,2012-10-12,False
3400,1,25,2012-10-19,False
3401,1,25,2012-10-26,False
3537,1,26,2012-09-07,True
3538,1,26,2012-09-14,False
3539,1,26,2012-09-21,False
3540,1,26,2012-09-28,False
3541,1,26,2012-10-05,False
3542,1,26,2012-10-12,False
